;;Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot)
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
9676136;      Leidersbach;610,81;247,27;171,83;39,42;343,98;211,76;75,36;35,72;68,63;22,92;.;6,43;.;.;52,83;.;39,43;25,24;583,37;236,69;165,17;.;327,45;188,96;95,02;24,92;.;.;.;6,16;.;.;86,98;86,98;34,26;23,19;552;263;169;82;277;161;63;41;.;.;.;6;1;.;.;63;33;27;686;352;180;163;.;194;73;.;36;15;.;.;1;1;.;43;36;.
9676139;      Miltenberg, St;1487,98;535,89;344,05;152,66;758,12;435,27;193,96;50,41;150,76;18,98;–;.;.;.;133,06;.;119,52;80,48;1539,06;521,32;350,99;156,94;794,67;424,05;188,3;36,99;.;.;–;.;.;.;176,24;.;155,06;124,43;1514;449;304;130;758;424;211;38;117;20;.;3;3;.;.;137;164;121;1391;384;273;.;673;375;184;42;70;46;.;.;.;.;.;96;146;96
9676140;      Mömlingen;211,14;.;17,56;.;175,36;117,83;58,01;.;.;.;–;.;.;–;30,06;30,06;.;–;211,77;.;27,24;.;166;99,98;54,63;.;.;.;–;.;.;–;27,45;27,45;.;.;.;41;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;169;.;.;.;.;.;.;–;.;–;–;–;–;–;–;–;.;–
9676141;      Mönchberg, M;738,48;322,33;54,95;73,42;409,21;245,67;135,53;26,17;36,64;28,7;.;.;3,51;.;98,7;98,7;16,06;.;715,19;.;51,74;202,22;399,35;258,83;159,95;26,27;37,23;19,81;.;14,71;.;–;97,09;97,09;21,47;.;799;382;80;147;413;247;165;.;.;.;.;.;.;.;.;91;23;.;842;.;79;121;447;251;168;–;23;34;.;20;.;13;.;65;.;.
9676143;      Neunkirchen;1287,92;77,17;66,96;.;1207,6;715;387,72;.;266,78;18,2;.;36,25;.;.;265,2;265,2;55,35;51,5;1222,72;60,19;57,49;.;1158,14;709,81;432,98;.;.;.;.;.;.;–;266;266;85,08;63,36;1129;83;65;.;1033;689;426;–;210;29;.;.;.;–;226;226;43;30;1079;67;55;.;994;604;333;.;90;108;129;19;1;–;.;119;78;22
9676144;      Niedernberg;752,13;.;26,4;.;662,55;289,9;.;59,18;104,86;3,45;–;.;.;.;118,68;118,68;176,34;.;645,49;.;61,21;37,9;543,21;369,84;118,39;.;94,85;–;–;–;–;–;29,67;29,67;111,09;67,77;374;109;70;.;265;120;25;.;.;.;–;–;–;–;40;40;91;.;631;128;87;.;503;170;39;.;.;.;.;.;–;–;.;46;244;191
9676145;      Obernburg a.Main, St;1518,94;.;206,84;.;1231,28;730,03;317,3;118,11;128,46;12,4;.;45,45;.;.;193,78;193,78;88,71;64,53;1562,08;296,75;220,87;.;1262,59;795,27;342,22;146,61;124,77;–;–;.;.;.;247,44;.;95,57;59,34;1552;343;247;91;1208;815;418;84;.;.;–;.;1;–;.;245;53;30;1555;351;223;124;1199;756;349;.;.;.;.;.;1;.;.;226;72;27
9676151;      Röllbach;586,26;.;23,36;.;475,18;295,81;148,09;–;41,99;74,39;–;18,94;.;–;123,81;123,81;9,43;.;595,05;21,05;.;.;481,45;291,96;173,15;–;.;.;–;13,74;.;–;142,36;142,36;19,34;.;596;25;18;.;448;269;159;.;.;.;15;.;.;–;122;122;.;.;627;27;.;.;471;277;154;–;.;.;.;.;.;–;.;87;.;.
9676153;      Rüdenau;35,94;29,98;7,39;.;5,96;3,96;.;–;–;.;–;.;.;.;–;–;.;.;34,09;.;8,78;.;.;.;.;–;–;.;–;.;.;–;–;–;–;–;35;33;.;.;.;–;–;–;–;–;–;.;.;–;–;–;–;–;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9676156;      Schneeberg, M;360,67;276,64;85,26;125,36;84,03;37,58;.;–;.;.;–;–;–;.;.;.;37,54;.;372,27;269,85;.;183,53;102,42;54,04;25,65;–;.;–;–;–;–;–;.;.;.;35,5;420;299;100;199;121;63;29;–;.;–;–;–;–;–;.;.;40;35;363;272;68;204;91;55;31;–;.;–;–;–;–;–;.;.;.;.
9676158;      Stadtprozelten, St;75,99;43,18;.;18,94;32,81;16,24;.;.;.;.;–;.;.;–;–;–;8,18;.;85,48;53,2;22,89;30,31;32,28;.;–;.;.;–;–;.;.;–;.;.;.;–;164;109;.;80;.;.;–;–;–;–;–;.;.;.;–;–;.;–;115;.;.;85;.;–;–;–;–;–;–;.;.;–;–;–;.;–
9676160;      Sulzbach a.Main, M;682,26;395,67;231,41;39,31;281,77;159,97;41,34;62,11;41,16;0,98;.;6,84;3,54;.;24,8;.;69,06;34,76;659,66;402,68;254,34;.;255,19;142,29;34,59;47,93;49,76;–;.;2,13;.;.;44,3;.;54,93;42,34;557;316;229;86;240;146;73;.;.;.;–;2;2;1;41;.;47;30;548;321;207;102;.;127;55;.;.;.;.;1;1;1;.;.;48;35
9676165;      Weilbach, M;514,83;439,88;.;222,06;73,3;16,3;6,95;–;.;–;–;.;.;.;–;–;46,45;.;515,99;455,97;.;363,66;58,66;.;.;.;.;–;.;.;.;.;–;–;29,74;16,74;570;501;101;399;69;.;.;–;.;–;.;.;.;–;–;–;40;17;606;530;116;412;.;.;–;.;.;.;.;.;.;.;–;–;46;12
9676169;      Wörth a.Main, St;557,73;.;.;.;499,23;.;.;–;.;–;–;.;–;–;.;.;83,37;.;586,2;.;82,41;.;467,02;.;.;.;–;–;.;.;–;–;.;.;63,35;.;527;67;40;.;458;.;.;–;–;–;.;.;–;–;.;.;29;.;.;68;.;.;.;.;.;.;–;–;.;.;–;–;.;.;.;.
9676444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677114;      Arnstein, St;5761,39;346,95;170,17;127,31;5350,25;3566,27;1350,35;177,05;601,75;1276,76;.;163,36;3,75;.;934,45;885,21;207,72;71,63;5632,52;360,51;187,64;161,21;5209;3530,23;1762,99;163,53;554,79;804,32;45,68;147,1;2,93;.;882,89;853,71;184,15;76,31;5813;441;205;207;5338;3586;1849;287;440;749;124;144;3;.;771;690;340;160;5845;441;229;183;5375;3402;1764;126;426;848;183;.;4;53;.;473;425;152
9677116;      Aura i.Sinngrund;245,98;191,04;95,15;66,59;42,74;.;–;–;.;.;–;.;.;.;–;–;21,05;.;217,22;178,24;80,33;97,91;32,07;.;–;.;.;.;–;–;–;.;–;–;7,4;.;247;207;61;.;.;.;.;.;–;.;–;–;–;.;–;–;–;–;241;201;49;147;.;.;.;.;–;.;–;–;–;–;–;–;5;–
9677119;      Birkenfeld;1850,89;91,77;78,72;.;1757,09;1025,98;614,21;23,76;123,5;246,01;.;79,75;0,67;.;356,73;344,81;65,31;33,95;1738,08;90,76;75,66;14,47;1645,23;963,76;666,56;48,35;132,04;90,6;.;50,25;0,36;.;393,26;384,35;79,04;41,33;1717;94;71;.;1614;930;656;.;87;80;48;.;.;.;265;251;207;176;1727;.;64;14;1636;812;496;.;113;163;49;.;.;29;.;312;260;194
9677120;      Bischbrunn;205,15;126,58;62,9;42,07;78,12;50,36;.;.;14,79;16,43;.;.;0,33;–;11,2;11,2;14,04;.;148,07;114;55,65;58,35;.;23,27;2,52;–;.;13,09;.;.;.;–;.;.;.;.;185;132;83;.;53;41;13;.;.;.;–;–;–;.;.;.;.;.;156;123;73;.;33;20;.;–;–;–;–;–;–;–;–;–;7;–
9677122;      Burgsinn, M;400,79;343,95;184,84;124,21;48,69;.;–;–;–;.;–;.;.;–;.;.;4,43;.;332,84;320,25;.;173,64;.;.;–;.;–;–;–;–;–;–;–;–;.;.;391;361;168;191;.;.;–;–;.;–;–;–;–;–;–;–;.;.;395;391;145;243;4;–;–;–;–;–;–;–;–;–;–;–;.;.
9677125;      Erlenbach b.Marktheidenfeld;669,62;26,7;.;13,42;596,35;358,22;197,14;–;.;.;.;16,5;.;.;157,46;157,46;27,9;–;635,78;.;46,93;.;555,32;333,36;233,55;–;34,89;64,92;.;18,65;1,99;.;153,25;153,25;.;–;641;18;13;.;594;357;302;–;.;.;.;17;.;.;167;167;.;–;622;35;28;7;574;.;.;.;–;.;90;4;.;.;.;.;.;–
9677126;      Esselbach;259,01;70,98;48,47;.;186,48;112,13;31,38;49,07;22,79;4,55;.;7,67;.;.;.;.;18,73;.;265,22;.;49,32;.;200,14;122,93;43,28;54,79;.;.;.;5,94;.;.;24,05;.;13,41;.;303;61;.;.;235;124;62;.;.;.;.;.;.;.;.;18;37;.;304;.;53;.;231;133;63;39;26;.;.;.;.;.;.;.;.;.
9677127;      Eußenheim;3157,26;206,47;161,05;.;2915,02;1778,61;461,47;170,28;285,44;843,31;–;.;3,62;.;523,31;523,31;244,82;179,88;3255,7;238,38;200,6;26,56;2980,74;1810,05;671,62;158,64;223,24;698,33;.;.;3,22;.;575,42;575,42;255,48;171,05;3216;247;182;36;2929;1776;826;143;171;588;29;.;3;.;.;505;311;227;3204;227;155;34;2936;1747;746;69;167;588;201;.;3;.;.;244;390;171
9677128;      Fellen;296,46;205,16;58,33;111,7;32,3;17,1;.;–;.;.;–;0,72;0,72;.;.;–;13,57;.;245,54;178,61;47;131,61;21,42;14,24;–;–;1,71;–;–;.;.;–;–;–;.;.;256;219;56;161;12;.;.;–;–;–;–;.;.;–;–;–;.;–;224;200;.;137;18;.;.;–;–;–;–;.;.;–;–;–;15;–
9677129;      Frammersbach, M;303,24;281,64;46,79;.;.;9,86;.;.;.;.;–;.;.;–;–;–;11,04;–;277,85;269,16;.;218,8;8,69;7,16;.;.;–;.;–;.;.;–;–;–;.;–;403;394;49;256;8;5;–;–;.;.;–;.;.;–;–;–;.;–;407;399;48;340;.;.;.;–;–;.;–;.;.;–;–;–;3;.
9677131;      Gemünden a.Main, St;1410,12;590,91;317,73;96,59;812,9;471,31;185,84;53,24;126,83;51,58;.;17,62;2,69;.;119,66;.;114,61;57,63;1356,06;626,2;301,49;209,77;723,23;411,55;177,46;37,97;113,52;15,02;.;6,42;2,21;.;133,45;.;92,31;49,12;1700;900;269;275;791;466;228;29;79;46;14;4;1;.;.;115;132;44;1788;987;268;231;.;471;216;22;102;34;18;.;1;.;.;102;120;43
9677132;      Gössenheim;296,58;26,01;21,78;.;263,41;170,92;67,83;.;59,38;38,83;–;14,67;.;–;47,42;.;.;.;201,97;26,75;23,08;.;171,57;108,37;79,76;.;.;.;.;13,17;.;–;.;.;.;–;240;33;28;.;204;138;99;.;.;22;.;15;.;–;.;.;.;–;234;.;31;.;196;121;.;.;.;.;.;14;.;.;.;.;.;–
9677133;      Gräfendorf;853,42;301,92;240,31;35,9;549,83;355,98;129,17;54,62;114,06;15,38;4,83;15,73;1,15;0,12;64,77;.;54,45;25,38;835,64;285,8;221,66;62,95;547,08;378,37;168,69;52,27;105,43;5,95;.;.;0,48;–;52,28;51,45;34,57;20,18;820;304;227;76;516;352;160;59;72;8;.;.;.;–;35;35;63;24;856;298;208;88;558;327;150;43;62;9;.;.;.;.;.;43;108;20
9677135;      Hafenlohr;68,41;25,53;7,35;9,41;29,83;12,42;.;–;.;.;.;.;.;.;–;–;2,42;–;51,9;18,6;.;.;18,51;.;.;–;.;–;–;.;.;.;–;–;–;–;104;43;17;.;47;.;.;–;.;–;–;–;–;.;–;–;.;–;52;.;14;27;.;.;.;–;.;–;–;–;–;.;–;–;–;–
9677137;      Hasloch;255,14;.;.;.;200,49;77,04;.;.;.;.;–;.;.;.;.;.;35,99;.;.;.;.;.;183,5;.;.;.;.;.;.;–;–;–;.;.;.;.;.;61;.;.;.;.;.;.;.;.;.;.;.;–;.;.;.;.;.;61;.;.;.;.;.;.;.;.;.;.;.;–;.;.;.;.
9677142;      Himmelstadt;378,22;20,92;.;.;347,68;238,45;56,32;.;25,53;144,02;–;.;1,12;.;41,96;41,96;34,59;.;358,44;14,96;.;.;336,42;207,2;65,14;.;33,12;95,68;.;20,82;.;.;46,17;.;51,62;.;319;18;14;.;292;189;74;.;20;77;.;.;.;.;26;26;.;.;319;14;.;–;296;180;74;.;.;90;.;.;.;.;.;22;.;.
9677146;      Karbach, M;1397,93;130,23;91,16;.;1266,98;708,66;444,73;.;86,9;117,85;–;.;1,1;.;278,44;.;105,52;85,98;1439,48;130,09;78,45;51,64;1300,23;803,45;512,78;50,51;101,34;81,15;.;32,11;.;.;263,35;263,35;93,82;.;1456;154;81;70;1289;785;469;27;102;131;64;30;1;.;255;255;117;.;1451;.;74;72;1286;764;412;.;130;137;.;37;1;.;.;198;159;.
9677148;      Karlstadt, St;5685,07;774,95;301,61;53,5;4790,49;2913,33;963,58;133,08;464,74;1255,87;.;253,87;58,37;.;785,63;.;298,32;220,84;5354,51;718,34;292,19;85,73;4534,39;2835,6;1329,1;112,91;413,09;803,4;.;193,56;34,61;.;732,83;732,83;423,07;304,51;5146;727;329;103;4334;2586;1281;158;335;665;60;.;36;.;.;628;485;330;5040;707;295;126;4258;2536;1251;126;323;706;142;241;36;.;.;451;511;339
9677149;      Karsbach;1676,59;182,08;157,62;.;1492,49;814,4;319,99;88,42;192,95;185,39;.;54,6;1,06;.;232,89;232,89;174,72;82,4;1681,42;164,49;135,88;21,26;1512,42;851,46;448,92;112,3;148,19;107,23;.;42,99;.;.;273,19;.;184,02;57,28;1682;145;116;14;1537;884;539;88;93;132;46;.;1;.;219;214;181;81;1661;154;118;17;1508;832;449;93;80;180;86;.;1;.;.;133;161;50
9677151;      Kreuzwertheim, M;357,43;45,43;10,75;6,4;275,99;94,86;64,16;.;.;.;.;5,6;.;.;39,71;.;105,97;.;.;63,43;25,27;38,16;251,43;120,94;66,02;7,63;.;.;6,82;1,35;.;.;.;.;.;.;341;86;58;27;243;113;72;.;.;.;–;.;–;–;27;27;98;.;354;.;52;41;255;127;66;.;28;25;.;.;0;–;.;.;105;.
9677154;      Triefenstein, M;1009,79;109,07;88,52;.;861,13;473,76;268,36;.;82,82;104,66;.;22,02;2,72;.;157,65;145,02;116,55;48,27;939,67;109,38;76,39;.;786,45;420,83;279,38;.;67,25;44,66;10,71;17,86;2,21;4,15;164,84;153,2;81,45;55,98;841;136;93;.;664;405;288;–;80;18;.;.;2;.;127;127;66;55;824;120;96;.;659;387;224;14;81;56;45;.;1;.;.;92;71;45
9677155;      Lohr a.Main, St;1230,92;695,52;278,93;217,53;510,5;348,2;89,58;35,66;103,78;15,55;.;8,72;4,32;.;85,78;85,78;37,46;26,49;1192,45;712,94;282,31;365,61;457,79;323,94;97,85;26,97;81,87;9,98;.;3,02;.;.;84,15;84,15;27,98;24,24;1305;796;265;502;493;362;106;46;92;22;.;.;1;.;62;62;42;21;1301;816;258;516;470;275;74;18;46;35;.;.;1;.;.;37;110;44
9677157;      Marktheidenfeld, St;1702,46;213,51;167,48;34,51;1473,12;901,52;460,03;60,79;137,3;210,76;.;52,5;4,34;.;321,04;321,04;76,88;51,11;1731,17;233,8;170,29;62,83;1487,59;911,93;578,04;62,61;131,44;102,32;31,03;46,4;4,36;2,19;335,64;335,27;105,02;71,72;1728;288;182;102;1436;871;538;43;114;131;47;51;3;2;281;281;124;65;1773;.;166;116;1474;821;434;75;110;149;132;.;4;1;.;166;202;51
9677159;      Mittelsinn;416,69;273,63;177,63;80,19;100,45;46,72;–;.;.;–;–;–;–;–;.;.;31,03;.;485,39;269,16;152,01;117,15;102,47;.;.;.;.;–;.;–;–;–;.;.;.;.;537;315;187;125;.;.;.;.;.;–;–;–;–;–;.;.;32;.;534;274;149;125;110;.;.;–;.;–;–;.;.;–;.;.;47;.
9677164;      Neuendorf;.;.;.;–;.;.;.;–;.;.;–;.;.;–;.;.;.;.;.;.;.;.;.;.;.;–;.;–;–;.;.;–;.;.;.;.;.;.;.;.;.;.;.;–;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;.;.;–;.;.;–;–;–;–;–;–;.;.
9677165;      Neuhütten;337,32;.;95,44;52,9;.;–;–;–;–;–;–;–;–;–;–;–;.;–;291,91;.;.;219,85;.;–;–;–;–;–;–;–;–;–;–;–;.;–;339;339;94;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;327;327;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677166;      Neustadt a.Main;.;.;.;–;.;.;.;–;–;–;–;.;–;–;–;–;.;.;.;.;.;–;.;.;.;–;.;–;–;.;–;–;–;–;.;.;.;.;.;.;.;.;.;–;.;–;–;.;–;–;.;–;.;.;.;.;.;.;.;.;.;–;.;–;.;.;–;–;.;–;.;.
9677169;      Obersinn, M;254,46;190,21;94,02;71,98;51,64;.;–;.;.;.;–;.;.;–;.;.;26,69;.;195,95;145,75;59,52;.;.;.;.;–;.;–;–;.;.;.;.;.;.;–;224;189;74;114;23;.;.;.;.;.;–;.;.;–;–;–;.;–;215;192;.;114;.;.;.;.;.;.;.;.;.;–;–;–;–;–
9677170;      Partenstein;119,71;116,78;39,88;50,2;2,93;.;–;–;–;.;–;–;–;–;–;–;1,09;–;128,95;.;.;96,91;.;.;–;–;–;–;–;–;–;–;–;–;.;.;162;161;24;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;187;.;20;105;.;.;.;–;–;.;–;–;–;–;–;–;.;.
9677172;      Rechtenbach;52,61;52,61;37,65;8,89;–;–;–;–;–;–;–;–;–;–;–;–;–;–;36,18;36,18;23,25;12,93;–;–;–;–;–;–;–;–;–;–;–;–;–;–;35;35;27;8;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;41;25;16;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677175;      Retzstadt;1330,64;120,14;114,1;.;1138,6;737,07;194,56;35,91;134,83;360,88;.;50,04;0,57;–;251,87;251,87;.;37,71;1514,13;153,41;141,8;.;1293,13;833,87;320,29;28,82;118,9;355,8;.;54,11;.;–;291,37;.;66,64;45,18;1322;140;127;7;1121;734;321;67;105;235;–;.;.;.;.;195;90;54;1234;116;100;8;1052;616;266;24;48;233;79;.;.;–;.;135;90;.
9677177;      Rieneck, St;86,59;83,53;18,91;56,08;.;–;–;–;–;–;–;–;–;.;–;–;.;–;96,72;.;.;74,07;.;.;–;–;–;–;–;–;–;–;–;–;–;–;137;130;29;101;.;–;–;–;–;–;–;–;–;–;–;–;.;–;122;122;36;80;.;–;–;–;–;–;–;–;–;–;–;–;.;–
9677178;      Roden;1296,23;238,71;155,75;.;1055,64;620,36;310,19;53,69;110,5;105,05;–;.;0,56;.;167,3;167,3;116,22;97,17;1254,46;279,45;180,83;62,35;971,34;584,63;333,1;11,42;127,47;83,68;.;.;0,48;–;180,97;.;90,2;76,48;1129;244;151;62;885;545;300;42;73;96;.;36;.;–;174;174;76;53;1134;228;142;61;906;548;276;15;100;95;27;.;.;–;.;110;85;58
9677181;      Rothenfels, St;170,37;116,26;21,86;.;51,55;32,99;2,87;.;9,85;4,67;–;0,52;.;–;–;–;.;.;165,65;116,71;.;.;.;26,69;6,27;–;9,84;.;–;0,37;.;–;–;–;.;–;194;156;13;.;38;22;4;–;.;–;–;.;.;–;–;–;.;–;202;150;13;.;.;14;4;–;.;–;.;.;.;.;–;–;.;–
9677182;      Schollbrunn;159,53;80,24;61,27;.;79,21;.;.;.;.;.;–;0,57;.;–;.;.;26,55;.;119,91;66,27;47,91;18,36;.;.;.;.;.;.;–;.;.;–;.;.;13,4;–;114;73;44;25;41;.;.;.;.;.;–;.;.;–;.;.;.;–;121;79;54;.;41;.;.;.;.;.;–;.;.;–;.;.;.;–
9677186;      Steinfeld;1873,54;180,84;168,19;.;1681,57;975,05;415,89;43,39;154,54;300,12;.;75,94;.;.;216,58;.;275,48;200,52;1821,01;169,14;154,81;11,38;1641,41;976,87;515,9;90,21;124,1;174,36;10,27;59,63;.;–;219,02;.;307,35;289,95;1901;202;176;13;1697;1029;592;.;163;180;19;59;1;.;.;176;322;297;1850;.;158;18;1659;982;455;.;117;322;26;66;1;.;.;110;328;241
9677189;      Thüngen, M;584,05;.;20,2;.;555,86;293,34;146,92;.;11,39;97,03;–;.;.;–;98,16;.;17,69;.;521,18;.;23,65;13,67;477,66;331,78;.;.;13,56;34,68;–;.;.;–;73,21;.;10,26;.;661;68;43;19;593;397;.;.;15;79;–;.;.;.;.;94;.;.;506;42;19;.;465;241;.;.;31;38;.;.;.;.;.;42;7;–
9677193;      Urspringen;1067,38;22,99;21,09;–;1041,38;614,22;319,6;.;95,51;167,72;–;80,37;1,08;–;194,91;194,91;31,32;19,62;1163,72;36,28;31,71;.;1124,28;699,55;414,53;36,91;76,79;78,01;.;.;0,69;–;181,16;181,16;64,99;59,18;1138;33;28;.;1105;633;386;.;103;76;56;.;–;.;.;176;76;50;1110;34;28;.;1076;617;357;–;138;84;71;.;1;.;.;106;60;28
9677200;      Wiesthal;9,5;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;31;31;25;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677203;      Zellingen, M;1174,53;58,38;43,43;7,51;1070,82;656,6;218,93;39,32;105,81;268,72;.;52,01;6,73;.;206,75;206,75;29,26;.;1069;47,03;.;.;980,48;578,21;251,27;31,33;94,99;188,51;.;.;3,33;–;209,03;.;56,11;41,53;1084;102;67;6;944;585;294;58;39;179;62;.;5;–;139;139;66;22;1104;94;54;9;968;560;291;44;30;187;56;.;1;–;.;116;82;40
9677444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9678115;      Bergrheinfeld;1229,76;48,67;48,08;–;1170,67;762,69;496,18;6,14;153,19;86,73;–;122,01;4,12;4,37;94,28;.;69,84;52,34;1242,9;56,01;54,95;.;1173,18;832,02;591,78;16,71;131,79;49,78;.;115,18;3,49;.;118,18;.;69,02;52,67;1207;58;57;.;1133;781;578;.;139;20;.;.;2;.;.;110;78;65;1203;56;53;2;1126;729;469;.;135;49;64;.;3;.;.;71;127;80
9678122;      Dingolshausen;677,7;33,37;.;.;635,29;443,77;186,76;–;186,07;5,31;.;47,22;.;–;74,03;74,03;51,93;42,7;638,29;27,24;.;.;601,36;391,81;201,41;.;152,25;3,81;–;41,02;.;–;101,2;.;.;.;666;42;.;.;613;400;224;–;130;–;23;41;–;–;56;56;82;52;671;48;35;.;611;.;226;–;133;–;.;39;–;–;.;54;85;57
9678123;      Dittelbrunn;1299,86;171,57;138,2;4,58;1125,58;738,93;322,54;20,21;224;48,38;.;24,28;3,3;.;168,47;168,47;84,88;34,08;1331,95;176,6;135,01;18,61;1152,58;760,54;383,02;24,63;214,2;48,83;.;18,81;2,29;.;230,58;225,04;77,65;.;1524;416;304;82;1108;750;428;.;158;44;35;.;2;1;.;172;78;35;1542;.;337;93;1092;694;320;10;69;175;37;.;2;.;.;153;91;16
9678124;      Donnersdorf;1610,72;199,67;119,99;4,29;1382,23;867,54;484,48;–;256,21;22,52;–;121,49;1,22;.;209,21;163,34;94,25;63,72;1594,18;200,38;120,94;.;1366,32;927,17;563,83;.;185,68;25,58;–;108,89;.;.;207,95;207,95;95,49;54,12;1682;198;119;32;1453;930;694;28;93;24;–;.;1;–;228;212;156;67;1891;204;131;15;1655;949;515;.;169;81;7;103;0;–;.;227;174;85
9678128;      Euerbach;1029,91;42,06;30,85;.;986,34;622,45;363,28;.;118,32;77,74;.;50,49;.;.;166,2;.;58,03;13,86;977,93;33,06;26,07;.;944,08;596,25;380,66;.;105,71;28,22;.;44,11;.;.;164,06;131,16;28,17;22,13;1005;64;48;.;940;623;417;.;93;33;40;.;2;–;.;83;78;39;1000;.;43;.;944;582;352;.;100;53;.;60;3;.;.;84;54;44
9678130;      Frankenwinheim;1282,35;50,03;48,66;.;1212,91;685,69;432,27;22,13;128,06;89,56;–;239,9;.;9,94;30,53;.;220,77;195,97;1308,27;51,91;49,75;.;1235,17;707,37;517,59;.;75,94;60,58;.;206,12;0,91;9,71;.;43,06;247,2;219,33;1330;51;48;.;1264;686;524;16;65;40;10;.;.;10;.;79;279;235;1414;62;59;2;1338;725;524;11;83;99;.;.;.;5;.;85;277;238
9678132;      Geldersheim;1186,98;88,02;.;.;1098,46;690,46;567,76;–;76,62;34,29;–;174,63;.;.;70,07;70,07;95,67;91,57;1207,97;95,66;.;.;1102,07;749,49;673,1;.;56,27;13,04;.;145,52;.;.;82,09;.;95,99;89,42;1174;95;82;.;1061;647;587;.;47;–;11;.;1;–;82;82;127;115;1113;.;81;.;1007;668;537;–;.;.;.;.;1;–;.;30;114;103
9678134;      Gerolzhofen, St;1466,72;97,68;90;.;1361,29;724,79;502,77;11,48;170,48;31,87;–;206,17;0,44;31,71;124,69;117,48;215,51;145,34;1444,6;103,55;90,88;.;1336,77;750,77;539,06;18,99;160,75;20,53;.;184,31;.;.;108,45;.;243,72;158,16;1284;105;94;.;1174;626;468;29;80;.;13;.;.;.;56;54;262;189;1229;94;92;.;1124;650;415;9;76;101;28;.;.;.;.;25;228;163
9678135;      Gochsheim;675,98;58,27;55,49;.;617,25;369,87;171,66;.;114,27;36,49;–;36,77;.;38,05;97,3;.;11,14;.;630,77;.;44,82;.;583,45;377,42;194,52;.;109,86;10,23;–;.;4,01;42,08;.;100,17;14,65;.;584;45;44;–;539;338;191;.;.;.;–;.;3;62;88;85;.;–;588;45;42;–;543;352;175;–;109;26;–;5;.;75;.;.;8;.
